w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
n't,NONE,n't,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
stop,NONE,stop,0,0,0,1,0,0
those,NONE,those,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
from,NONE,from,0,0,0,1,0,0
coming,NONE,coming,0,0,0,1,0,0
around,NONE,around,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
though,NONE,though,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
put,NONE,put,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
signs,NONE,signs,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
front,NONE,front,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
says,NONE,says,0,0,0,1,0,0
no,NONE,no,0,0,0,1,0,0
solicitations,NONE,solicitations,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
but,NONE,but,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
still,NONE,still,0,0,0,1,0,0
come,NONE,come,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
front,NONE,front,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
walk,NONE,walk,0,0,0,1,0,0
around,NONE,around,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
usually,NONE,usually,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'll,NONE,'ll,0,0,0,1,0,0
call,NONE,call,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
apartment,NONE,apartment,0,0,0,1,0,0
manager,NONE,manager,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
tell,NONE,tell,0,0,0,1,0,0
them,NONE,them,0,0,0,1,0,0
hey,INTJ,hey,1,0,0,0,0,1
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
coming,NONE,coming,0,0,0,1,0,0
around,NONE,around,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
trying,NONE,trying,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
sell,NONE,sell,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
or,EDITED,,1,1,1,0,0,0
or,NONE,or,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
from,NONE,from,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
religious,NONE,religious,0,0,0,1,0,0
organization,NONE,organization,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
hate,NONE,hate,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
somebody,NONE,somebody,0,0,0,1,0,0
come,NONE,come,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
two,NONE,two,0,0,0,1,0,0
weeks,NONE,weeks,0,0,0,1,0,0
ago,NONE,ago,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
gosh,INTJ,gosh,1,0,0,0,0,1
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
nine,NONE,,0,1,0,0,1,0
,,9,*,*,*,*,*,*
o'clock,NONE,o'clock,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
night,NONE,night,0,0,0,1,0,0
too,NONE,too,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
consider,NONE,consider,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
,,a,*,*,*,*,*,*
family,NONE,family,0,0,0,1,0,0
hours,NONE,,0,1,0,0,1,0
,,it,*,*,*,*,*,*
,,hour,*,*,*,*,*,*
,,was,*,*,*,*,*,*
time,NONE,time,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
start,NONE,start,0,0,0,1,0,0
going,NONE,going,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
bed,NONE,bed,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
somebody,NONE,somebody,0,0,0,1,0,0
from,NONE,from,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
oh,PRN,,1,1,1,0,0,0
what,PRN,what,1,0,0,0,0,1
was,PRN,was,1,0,0,0,0,1
it,PRN,it,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
jesus,NONE,jesus,0,0,0,1,0,0
christ,NONE,christ,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
latter,NONE,,0,1,0,0,1,0
day,NONE,,0,1,0,0,1,0
,,latter-day,*,*,*,*,*,*
saints,NONE,saints,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
read,NONE,read,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
particular,NONE,particular,0,0,0,1,0,0
sect,NONE,sect,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
particularly,NONE,particularly,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
especially,NONE,especially,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
them,NONE,them,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
come,NONE,come,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
talk,NONE,talk,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
