ID,EN_fluent,EN_disfluent,start_time,end_time,AR_disfluent,CS_disfluent,DE_disfluent,ES_disfluent,FR_disfluent,HI_disfluent,IT_disfluent,ZH_disfluent
sw2015_B_22,"that's true, I didn't go that far but, I probably could do the same thing, I don't have a storm door, but I'm sure I could rig up something. But I don't think that that would stop people. it's like they see that word and it says go, instead of stop.","_Yeah_ _, _ _yeah_ _, _ that's true, _yeah_ _. _ _No_ _I_ _do_ _n't_ _, _ _uh_ _, _ _I_ _do_ _n't_ _have_ _, _ I didn't go that far but, _uh_, _yeah_ I probably could do the same thing, _uh_ _, _ _you_ _know_, I don't have a storm door, but I'm sure I could rig up something. But _you_ _know_ I don't think that that would stop people. _I_ _, _ it's like they see that word and it says go, instead of stop. _Oh_ _, _ _goodness_ _. _",296.091125,316.06275,"نعم , نعم , هذا صحيح، نعم _. _ لا أنا لا , اممم , أنا لا أملك , لم أذهب إلى هذا الحد لكن، اممم، نعم يمكنني على الأرجح أن أفعل الشيء نفسه، اممم , تعرف، ليس لدي باب عاصفة، لكنني متأكد أنني أستطيع تدبير شيء ما. لكن تعرف لا أعتقد أن هذا سيمنع الناس. أنا , كأنهم يرون تلك الكلمة فتقول لهم انطلق بدلًا من قف. أوه , يا للروعة _.","_Jo_, _jo_, _to je pravda, _jo_. _Ne_, _já_ _ne_, _uh_, _já_ _ne_ _mám_, _já_ _nešel_ tak daleko, ale, _uh_, _jo_ pravděpodobně bych mohl udělat to samé, _uh_, _víš_, já nemám bouřkové dveře, ale jsem si jistý, že bych mohl něco zařídit. Ale _víš_, já nemyslím, že by to zastavilo lidi. _Já_ _, _je to jako oni vidí to slovo a říká to jdi, místo zastavit. _Oh_, _dobrota_.","Ja ,  ja ,  das stimmt, ja .  Nein ,  äh ,  ich habe das nicht ,  ich bin nicht so weit gegangen, aber, äh, ja ich könnte wahrscheinlich das Gleiche tun, äh ,  du weißt , ich habe keine Sturmtür, aber ich bin mir sicher, dass ich etwas improvisieren könnte. Aber du weißt ich glaube nicht, dass das die Leute aufhalten würde. Ich ,  es ist so, als ob sie dieses Wort sehen und es sagt los, anstatt stopp. Oh ,  Gott . ","_Yeah_ _yeah_ eso es verdad, _yeah_ _No_ _I_ _do_ _n't_ _uh_ _I_ _do_ _n't_ _have_ _I_ no llegué tan lejos pero, _uh_ _yeah_ probablemente podría hacer lo mismo, _uh_ _you_ _know_ _I_ no tengo una puerta contra tormentas, pero estoy seguro de que podría improvisar algo. Pero _you_ _know_ _I_ no creo que eso detendría a la gente. _I_ _know_ es como si ellos ven esa palabra y dice ir, en lugar de parar. _Oh_ _goodness_","Ouais, ouais, c’est vrai, je ne suis pas allé jusque-là mais ouais je pourrais probablement faire la même chose,  je n’ai pas une porte de tempête, mais je suis sûr que je pourrais bricoler quelque chose. Mais tu sais je ne pense pas que ça arrêterait les gens. C’est comme s’ils voyaient ce mot et qu’il disait “vas-y” au lieu d’“arrête”. Oh, mon Dieu.","हाँ _, _ हाँ _, _ यह सच है, हाँ _. _नही I do n't _, _ uh _, _ I do n't have _, _ मैं वहाँ तक नहीं गया लेकिन, uh, हाँ मैं शायद वही काम कर सकता हूँ, uh _, _ you know, मेरे पास स्टॉर्म डोर नहीं है, लेकिन मुझे यक़ीन है कि मैं कुछ न कुछ जुगाड़ कर सकता हूँ। लेकिन you know मुझे नहीं लगता कि इससे लोग रुकेंगे। I _, _ यह ऐसा है जैसे वे उस शब्द को देखते हैं और उस पर लिखा होता है जाओ, रुकने की बजाय। ओह _, _ गुडनेस _. _
","_Sì_ _, _ _sì_ _, _ è vero, _sì_ _. _ _No_ _io_ _non_ _, _ _uh_ _, _ _io_ _non_ _ho_ _, _ non sono andato così lontano ma, _uh_, _sì_ probabilmente potrei fare la stessa cosa, _uh_ _, _ _sai_, non ho una porta antitempesta, ma sono sicuro che potrei inventarmi qualcosa. Ma _sai_ non credo che questo fermerebbe le persone. _Io_ _, _ è come se vedessero quella parola e dicesse ""vai"", invece di ""fermati"". _Oh_ _, _ _mioddio_ _. _
",对，对，是的，对。不是，我没有——呃——我没有做到那一步，我没那么做，不过，呃，对，我可能也可以做同样的事情。呃，你知道，我没有防风门，但我肯定能想办法弄点什么。不过你知道，我不觉得那样就能拦住人。我——我感觉就像他们看到那个词，上面写的是“走”，而不是“停”。哦，天哪。
sw2015_B_30,"I know, but I remember you talked about something, you started off and said, let me think, you talked about the telephone calls and people coming and soliciting and selling things at the door. You said something else. I can't remember what it was, and I thought yeah, that kind of touched a nerve right there, but, we got to talking about the, people coming to you at the front door.","I know, but I remember _you_ _, _ you talked about something, you started off and said, _well_ let me think, you talked about the telephone calls and people coming and soliciting and selling things at the door. You said something else. I can't remember what it was, and I thought yeah, _that_ _, _ that kind of touched a nerve right there, but _we_ _got_ _uh_, we got to talking about the, _uh_, _uh_, people coming to you at the front door.",342.827625,368.85825,"أعرف، لكنني أتذكر أن أنت , تكلمت عن شيء ما، بدأت وقلت، حسنًا دعني أفكّر، تكلمت عن مكالمات الهاتف والناس الذين يأتون ويتسوّلون ويبيعون أشياء عند الباب. قلتَ شيئًا آخر. لا أستطيع أن أتذكّر ما كان، وقلت في نفسي نعم، ذلك , هذا نوعًا ما لمس وترًا حساسًا هناك، لكن نحن بدأنا اممم، بدأنا نتحدّث عن، اممم، اممم، الناس الذين يأتون إليك عند الباب الأمامي.","Vím, ale pamatuji _you_ _, _vy jste mluvili o něčem, vy jste začali a řekli, _well_ dovolte mi myslet, vy jste mluvili o telefonních hovorech a lidech přicházejících a nabízejících a prodávajících věci u dveří. Řekli jste něco jiného. Nemůžu si vzpomenout, co to bylo, a já jsem si myslel jo, _that_ _-_, _ že ten druh dotkl nervu přímo tam, ale _we_ _got_ _uh_, my jsme se dostali k mluvení o, _uh_, _uh_, lidech přicházejících k vám u předních dveří.
"," Ich weiß, aber ich erinnere mich, dass du ,  du über etwas gesprochen hast, du hast angefangen und gesagt, nun lass mich nachdenken, du hast über die Telefonanrufe und Leute gesprochen, die an die Tür kommen und Dinge verkaufen. Du hast noch etwas anderes gesagt. Ich kann mich nicht erinnern, was es war, und ich dachte ja, das ,  das hat da direkt einen Nerv getroffen, aber wir haben äh, wir haben über die, äh, äh, Leute gesprochen, die an der Haustür zu dir kommen.","_Yeah_ _yeah_ eso es verdad, _yeah_ _No_ _I_ _do_ _n't_ _uh_ _I_ _do_ _n't_ _have_ _I_ no llegué tan lejos pero, _uh_ _yeah_ probablemente podría hacer lo mismo, _uh_ _you know_ _I_ no tengo una puerta contra tormentas, pero estoy seguro de que podría improvisar algo. Pero _you know_ _I_ no creo que eso detendría a la gente. _I_ _know_ es como si ellos ven esa palabra y dice ir, en lugar de parar. _Oh_ _goodness_","Je sais, mais je me souviens de toi, tu as parlé de quelque chose, tu as commencé et dit, ben laisse-moi réfléchir, tu as parlé des appels téléphoniques et des gens qui viennent solliciter et vendre des choses à la porte. Tu as dit autre chose. Je ne me souviens pas de quoi c’était, et je me suis dit ouais, ça a touché un nerf juste là, mais on s’est mis à parler des, gens qui viennent à ta porte d’entrée.","मुझे पता है, लेकिन मुझे याद है you _, _ आपने किसी चीज़ के बारे में बात की थी, आपने शुरू में कहा था, well ज़रा सोचने दीजिए, आपने टेलीफ़ोन कॉल्स और लोगों के आने और दरवाज़े पर चीज़ें बेचने या सॉलिसिट करने की बात की थी। आपने कुछ और भी कहा था। मुझे याद नहीं आ रहा कि वह क्या था, और मैंने सोचा हाँ, that _, _ उसने वहाँ सच में एक नस छेड़ दी, लेकिन we got uh, हम बात करने लग गए, uh, uh, लोगों के आपके सामने के दरवाज़े पर आने के बारे में।
","Lo so, ma ricordo che _tu_ _, _ hai parlato di qualcosa, hai iniziato e hai detto, _beh_ lasciami pensare, hai parlato delle telefonate e delle persone che venivano a sollecitare e vendere cose alla porta. Hai detto qualcos'altro. Non ricordo cosa fosse, e ho pensato sì, _quello_ _, _quello ha toccato un nervo scoperto, ma _noi_ _abbiamo_ _uh_, abbiamo iniziato a parlare delle, _uh_, _uh_, persone che venivano da te alla porta.",我知道，不过我记得你——你之前提到过一件事，你一开始说，嗯，让我想想，你说过电话推销，还有人上门兜售、卖东西的事。你还说了别的什么。我一时想不起来是什么了，但我当时觉得，是的——那——那一下确实戳到我的痛点。不过我们后来，呃，就开始聊到，呃，呃，那些跑到你家前门来找你的人了。
sw2018_B_61,"Or, a lot of women I know now and, one of my supervisors, when she went on L O A to have her baby, we hooked up, a terminal at her house and we could send her messages, and she kept in touch like that, and basically, just worked out of her house.","Or, a lot of women I know now and _my_ _, _ _uh_, one of my supervisors, when she went on L O A to have her baby, we hooked up, _uh_, _uh_, a terminal at her house and _she_ _, _ _you_ _know_ _, _ we could send her messages, _and_ _, _ and she kept in touch like that, and basically, just worked out of her house.",169.553375,184.53875,"أو، كثير من النساء اللواتي أعرفهن الآن و إحدى , اممم من مشرفاتي، عندما أخذت إجازة LOA لتنجب طفلها، قمنا بتوصيل، اممم، اممم، طرفية في منزلها، و هي , تعرف , كنا نستطيع أن نرسل لها رسائل، و , فكانت تبقى على اتصال بهذه الطريقة، وبشكلٍ أساسي كانت تعمل من منزلها فقط.","Nebo, spousta žen, které nyní známe a _my_ _-_, _-uh_ jeden z mých nadřízených, když šla na LOA (dovolení absence), abychom se podívali, _uh_, _uh_, terminál u jejího domu a _she_ _-_, _-you_ _know_ _-_, _- my jsme mohli posílat její zprávy, _and_ _-_, _and_ a zůstávala v kontaktu tak, a v podstatě jen pracovala z jejího domu.","Oder, viele Frauen, die ich jetzt kenne, und meine ,  äh, eine meiner Vorgesetzten, als sie in Mutterschaftsurlaub ging, um ihr Baby zu bekommen, haben wir uns verbunden, äh, äh, ein Terminal in ihrem Haus und sie ,  wissen ,  konnten wir ihr Nachrichten schicken, und und ,  und sie blieb so in Kontakt, und im Grunde arbeitete sie einfach von ihrem Haus aus.","La imagen parece ser una captura de pantalla de un mensaje de texto o conversación de correo electrónico. El texto está escrito en un estilo casual e informal, con abreviaturas y coloquialismos utilizados en todo momento. La conversación parece tratar sobre un asunto personal, posiblemente relacionado con una relación romántica o un problema familiar. El uso de emojis y emoticonos añade un tono ligero a la conversación. En general, la imagen sugiere un intercambio privado e íntimo entre dos individuos, posiblemente amigos o familiares.","Ou, beaucoup de femmes que je connais maintenant et une de mes superviseuses, quand elle a pris un congé pour avoir son bébé, on a installé, un terminal chez elle, on pouvait lui envoyer des messages, et elle restait en contact comme ça, et en gros, elle travaillait juste de chez elle.","या, जिन बहुत-सी महिलाओं को मैं अब जानता हूँ और _my_ _, _ _uh_, मेरी एक सुपरवाइज़र, जब वह अपना बच्चा होने पर L O A पर गई, तो हमने, _uh_, _uh_, उसके घर पर एक टर्मिनल लगा दिया और _she _, _ _you_ _know_ _, _ हम उसे संदेश भेज सकते थे, *and* _, _ और वह उसी तरह संपर्क में रहती थी, और मूल रूप से, बस अपने घर से ही काम करती थी।
","Oppure, molte donne che conosco ora e _mia_ _, _ _uh_, una delle mie supervisori, quando è andata in L O A per avere il suo bambino, abbiamo collegato, _uh_, _uh_, un terminale a casa sua e _lei_ _, _ _sai_ _, _ potevamo mandarle messaggi, _e_ _, _ e lei si teneva in contatto in quel modo, e fondamentalmente, lavorava da casa sua.",或者说，我现在认识的很多女性，还有——呃——我的一位主管，她在休 LOA（请假）去生孩子的时候，我们就在她家里，呃，呃，装了一台终端，这样她——你知道——我们就可以给她发消息， 而且——而且她就用这种方式保持联系，基本上就是在家里办公。
sw2018_A_86,"it is, it is, both of ours is school age, but we don't want to miss any of those P T A -s and all of that.","_Oh_, it is, it is, _well_ both of ours is school age, but we don't want to miss any of those P T A -s and _, _ _you_ _know_ _, _ all of that.",242.915375,251.340375,"أوه، نعم هو كذلك، هو كذلك، حسنًا، كلا طفلينا في سن المدرسة، لكننا لا نريد أن نفوّت أيًّا من تلك اجتماعات الـ PTA و , تعرف , كل ذلك.","Ó, je, je, _well_ oba naše jsou školního věku, ale nechceme zmeškat žádné z těch P T A -s a _, _vy_víte_ _, všechno tohle.","Oh, es ist, es ist, nun beide von uns sind schulpflichtig, aber wir wollen keine der PTA-Veranstaltungen verpassen, ,  du weißt ,  all das."," Lo siento, ahora mismo no puedo ayudarte con esta solicitud. ¿Hay algo más en lo que pueda ayudarte?","Oh, oui c’est vrai, c’est vrai, ben les nôtres sont en âge d’aller à l’école, mais on ne veut pas rater ces réunions de PTA.","_ओह_, यह है, यह है, _well_ हम दोनों के बच्चे स्कूल जाने की उम्र के हैं, लेकिन हम उन किसी भी P T A -s को मिस नहीं करना चाहते और _, _ _you_ _know_ _, _ यह सब।
","_Oh_, lo è, lo è, _beh_ entrambi i nostri figli sono in età scolare, ma non vogliamo perderci nessuno di quei genitori e insegnanti e _, _ _sai_ _tutto questo.",哦，是的，是的，嗯，我们两个的孩子都已经到了上学的年龄，但我们不想错过任何一次家长教师协会（PTA）的活动，你知道，还有所有这些事情。
sw2020_A_3,"I mostly listen to popular music. I, listen to it all the time in my car, so, I tend to be one of those people who switches stations a lot because I don't like commercials. But, I find myself listening to popular music,","_Well_, I mostly listen to popular music. I, _uh_, listen to it all the time _in_ _, _ in my car, so, _I_ _, _ I tend to be one of those people who switches stations a lot because I don't like commercials. But, _uh_, I find myself listening to popular music,",9.94,24.983625,"حسنًا، في الغالب أستمع إلى الموسيقى الشعبية. أنا، اممم، أستمع إليها طوال الوقت في , في سيارتي، لذا أنا , أميل إلى أن أكون من الأشخاص الذين يغيّرون المحطات كثيرًا لأنني لا أحب الإعلانات. لكن، اممم، أجد نفسي أستمع إلى الموسيقى الشعبية،","> _Well_, ale většinou poslouchám populární hudbu. Já, _uh_, poslouchám ji pořád _in_ _, _ v mém autě, takže, _já_ _, _ mám tendenci být jedním z těch lidí, kteří přepínají stanice hodně, protože se mi nelíbí reklamy. Ale, _uh_, zjišťuji, že poslouchám populární hudbu.","Nun, ich höre hauptsächlich populäre Musik. Ich höre es ständig, uh, in, ,  in meinem Auto, also bin ich einer dieser Leute, die oft die Sender wechseln, weil ich keine Werbung mag. Aber, äh, ich höre mir selbst populäre Musik an,"," _Well_, yo principalmente escucho música popular. I, _uh_, escucho a ella todo el tiempo _in_ _ _ , _ en mi carro, así que, _I_ _ , _ tiendo a ser una de esas personas que cambia de estaciones mucho porque no me gustan los comerciales. But, _uh_, me encuentro a mí mismo escuchando música popular.","Ben, j’écoute surtout de la musique populaire. Je l’écoute tout le temps dans ma voiture, donc, je suis du genre à changer souvent de station parce que je n’aime pas les pubs. Mais je me retrouve à écouter de la musique populaire.","Well, मैं ज़्यादातर पॉपुलर म्यूजिक सुनता हूँ। मैं, uh, इसे हमेशा सुनता हूँ in _, _ अपनी कार में, तो, I _, _ मैं उन लोगों में से हूँ जो स्टेशन अक्सर बदलते रहते हैं क्योंकि मुझे कमर्शियल्स पसंद नहीं हैं। लेकिन, uh, मैं पाता हूँ कि मैं पॉपुलर म्यूजिक सुनता हूँ,
","_Beh_, ascolto principalmente musica pop. Io, _uh_, la ascolto sempre _in_ _, _in_ macchina, quindi, _io_ _, _tendo ad essere una di quelle persone che cambia spesso stazione perché non mi piacciono le pubblicità. Ma, _uh_, mi ritrovo ad ascoltare musica pop,",嗯，我主要听流行音乐。我，呃，几乎一直在听，尤其是在车里听，所以，我——我算是那种经常换电台的人，因为我不喜欢广告。不过，呃，我发现自己还是在听流行音乐。
sw2020_B_20,"I don't really have anything against rap music. I, the one thing I do object to about rap music is when it becomes militant, or, if it's, violence oriented.","_Yeah_ _. _ _Well_, _I_ _, _ I don't really have anything against rap music. I, the one thing I do object to about rap music _is_ _, _ is when it becomes militant, or, if it's, _uh_, violence oriented.",93.427125,105.672375,"نعم _. _ حسنًا، أنا , أنا لا يوجد لدي حقًا أي شيء ضد موسيقى الراب. أنا، الشيء الوحيد الذي أعارضه في موسيقى الراب هو , هو عندما تصبح متشددة، أو إذا كانت، اممم، موجَّهة نحو العنف.","> _Yeah_.. _Well_, _já_ _, _ já proti rapové hudbě vlastně nic nemám. Já, jedna věc, proti které u rapové hudby protestuji _is_ _, _ je když se stane militantní, nebo, pokud je, _uh_, násilně orientovaná.","Ja .  Nun, ich ,  ich habe eigentlich nichts gegen Rapmusik. Das Einzige, was ich an Rapmusik ablehne ist ,  ist, wenn sie militant wird, oder, wenn sie, äh, gewaltorientiert ist.","_Sí_ __ _Bueno_, __ _Yo_ __ _yo_ no tengo realmente nada en contra de la música rap. Yo, lo único que objetó sobre la música rap _es_ __ _es_ cuando se vuelve militante, o si es _eh_ orientada a la violencia.","Ouais. Ben,  je n’ai rien contre le rap en général. La seule chose à laquelle je m’oppose dans le rap c’est quand il devient militant, ou s’il est orienté vers la violence.","Yeah _. _ Well, I _, _ मुझे सच में रैप म्यूजिक के खिलाफ कुछ नहीं है। मैं, रैप म्यूजिक के बारे में जिस चीज़ का मैं विरोध करता हूँ _is_ _, _ वह तब है जब यह मिलिटेंट हो जाता है, या, अगर यह, uh, हिंसा-उन्मुख हो।
","_Sì_ _. _ _Beh_, _io_ _, _non ho niente contro la musica rap. L'unica cosa a cui mi oppongo della musica rap _è_ _, _ quando diventa militante, o, se è, _uh_, orientato alla violenza.",嗯……好吧，我……我其实对说唱音乐没有什么反感。我唯一对说唱音乐有意见的地方，就是……当它变得好像带有激进倾向，或者，呃，以暴力为导向的时候。
sw2020_B_24,"I have strong objections to that, actually I listen to, one time I remember I,","_I_ _, _ I have strong objections to that. _Um_, actually I listen to, one time I remember _, _ _this_ _was_ _back_ _when_ _, _ _even_ _, _ _uh_ _, _ _I_ _would_ _say_ _about_ _ten_ _or_ _fifteen_ _years_ _ago_ I,",105.969,121.218125,"أنا , لدي اعتراضات قوية على ذلك. اممم، في الواقع أستمع إلى، في مرة من المرات أتذكر , هذا كان في ذلك الوقت , حتى , اممم , سأقول منذ عشر أو خمس عشر سنة أنا،","Já, _, _, mám silné námitky proti tomu. _Um_, vlastně poslouchám, jednou si vzpomínám _, _, _this_ _was_ _back_ _when_ _, _ _even_ _, _ _uh_ _, _ _já_ _would_ _say_ _about_ _ten_ _or_ _fifteen_ _years_ _ago_ _já_,","Ich habe starke Einwände dagegen. Um, eigentlich höre ich, ich erinnere mich, ,  dies war zurück als ,  sogar ,  äh ,  ich würde sagen vor zehn oder fünfzehn Jahren ich,"," Tengo fuertes objeciones a eso... _umm_... en realidad escuché, una vez recuerdo... _esto_ fue... cuando... incluso... yo... diría... hace unos diez o quince años.","Je y suis fortement opposé. En fait j’écouté une fois je me souviens, je dirais environ dix ou quinze ans.","I _, _ मुझे इसके बारे में ज़बरदस्त आपत्ति है। Um, असल में मैं सुनता हूँ, एक बार मुझे याद है _, _ this was back when _, _ even _, _ uh _, _ I would say लगभग दस या पंद्रह साल पहले मैं,","_Io_ _, _ ho forti obiezioni a questo. _Um_, in realtà ascolto, una volta ricordo _, _ _questo_ _era_ _indietro_ _quando_ _, _ _anche_ _, _ _uh_ _, _ _io_ _direi_ _circa_ _dieci_ _o_ _quindici_ _anni_ _fa_ io,",我……我对那件事有强烈的反对意见。嗯，实际上，我记得有一次，我……这是……在……那时候……甚至……呃……我……大概可以说是十年前或者十五年前，我……
sw2020_B_32,"And, it was about, the piece of music was about forty or fifty years old. And, it was incredible the parallel between it and rap.","And, _uh_, it was about, _the_ _, _ _the_ _piece_ _of_ _music_ _, _ the piece of music was _about_ _, _ _I_ _think_ about forty or fifty years old. And, it was incredible _, _ _I_ _mean_ _, _ the parallel _, _ _you_ _know_ _, _ between it and rap.",128.403625,138.26075,"و، اممم، كان يتعلق بـ، الـ , القطعة الموسيقية , كانت القطعة الموسيقية حوالي , أظن حوالي أربعين أو خمسين سنة من العمر. وكان ذلك مذهلًا , أعني , أوجه الشبه , تعرف , بينه وبين موسيقى الراب.","A, _uh_, bylo to o _, _the_ _, _the_ _piece_ _of_ _music_ _, _the piece of music was _about_ _-_ _I_ _think_ asi čtyřicet nebo padesát let staré. A, bylo to neuvěřitelné _, _I_ _mean_ _, _the parallel _, _you_ _know_ _, _between it and rap.","Und, äh, es ging um, das ,  das Stück der Musik ,  das Stück Musik ging um ,  ich denke über vierzig oder fünfzig Jahre alt. Und, es war unglaublich ,  ich meine ,  die Parallele ,  du weißt ,  zwischen ihm und Rap."," Y, _uh_, era sobre, _el_ __ _la_ _pieza_ _de_ _música_ __, _la pieza de música_ era sobre __ _yo_ _pienso_ acerca de cuarenta o cincuenta años. Y, fue increíble __ _yo_ _quiero decir_ __ _el paralelo_ __ _tú_ _sabes_ __ entre ella y el rap.","Et c’était sur la pièce de musique, la pièce de musique portait sur... je crois quelque chose comme quarante ou cinquante ans. Et c’était incroyable je veux dire le parallèle tu sais, entre ça et le rap.","और, uh, यह लगभग था, _the_ _, _ _the_ _piece_ _ of_ _ music _ _, _ उस संगीत का टुकड़ा था about _, _ I think लगभग चालीस या पचास साल पुराना। और, यह अविश्वसनीय था _, __ I mean _, _ समानांतर _, _ you know _, _ इसके और रैप के बीच।","E, _uh_, si trattava di, _il_ _, _il_ _brano_ _musicale_ _, _il brano musicale aveva _circa_ _, _ _credo_ _quaranta o cinquant'anni. Ed era incredibile _, _ _voglio_ _dire_ _, _il_ _parallelo_ _, _sai_ _tra questo e il rap.",而且，呃，这大概是……这首音乐……这首音乐大概有……我觉得大概四五十年了。而且，真的很棒，我是说……它和说唱之间的平行关系，你知道的。
sw2020_B_34,"And, you listen a lot, if you hear a lot of old gospel, especially, the black gospel. you can really pick it up,","And, _um_, _you_ _, _ you listen a lot, _if_ _you_ _, _ if you hear a lot of old gospel, _uh_, _uh_, especially _well_, the black gospel. _You_ _know_ _, _ _you_ _will_ _, _ _you_ _know_ _, _ you can really pick it up _. _ _I_ _mean_,",138.860125,149.6175,و، اممم، أنت، أنت تستمع كثيرًا، إذا، إذا سمعت كثيرًا من الغوسبل القديم، اممم، اممم، وخصوصًا، حسنًا، الغوسبل الأسود. تعرف، سوف، تعرف، يمكنك فعلًا أن تلتقطه. أعني،,"A, _um_, _you_ _, _you_ posloucháte hodně, _if_ _you_ _ _if_ uslyšíte hodně starých gospelů, _uh_, _uh_, speciálně _well_, černý gospel. _You_ _know_ _ _, _you_ _will_ _ _, _you_ _know_ _ _, _you_ můžete opravdu to pochytit _ _I_ _mean_ _.","Ich meine, ich, da gibt es viele, es gibt so viele verschiedene Lieder, ich meine, wie das Ganze mit den Coverversionen, das gibt es oft. Ich meine, ich habe einige Songs gehört, die ich einfach für schreckliche Coverversionen hielt, ich bin so ,  du weißt ,  ich ,  ich möchte das nicht hören. Weil Sie wissen,  denken Sie, dass das Original so ist,","Y, _um_, _you_, _you_ escuchan mucho, _if_ _you_, _if_ you escuchan mucho gospel antiguo, _uh_, _uh_, especialmente _well_, el gospel negro. _You_ _know_, _you_ _will_, _you_ _know_, _you_ pueden realmente captarlo. _I_ _mean_.","Et tu écoutes beaucoup, si tu entends beaucoup d’anciens gospel, surtout le gospel noir. Tu sais, tu peux vraiment le capter je veux dire.","और, _um_, you _, _ आप बहुत सुनते हैं, _if_ _you_ _, _ अगर आप बहुत पुराना गॉस्पेल सुनते हैं, _uh_, _uh_, ख़ास तौर पर _well_, ब्लैक गॉस्पेल। _You_ _know_ _, _ _you_ _will_ _, _ _you_ _know_ _, _ आप सच में इसे पकड़ सकते हैं _. _ _I_ _mean_,
","E, _um_, _tu_ _, _ ascolti molto, _se_ _tu_ _, _ se senti molto vecchio gospel, _uh_, _uh_, specialmente _beh_, il gospel nero. _Tu_ _sai_ _, _ _tu_ _sarai_ _, _ _tu_ _sai_ _, _ puoi davvero coglierlo _. _ _Io_ _voglio_ _dire_,",而且，嗯，你……你听得多的话，如果你经常听一些老的福音音乐，呃，呃，尤其是……好吧，黑人福音音乐。你知道的，你会……你知道的，你真的能体会到……我是说，
sw2020_B_64,"I, there are so many different songs, the whole thing about cover versions a lot of times. I've heard some songs that I just thought were horrendous cover versions of, I'm I don't want to listen to this. Because you think of the original is,","_I_ _mean_ _I_ _, _ I, _there_ _are_ _a_ _lot_ _, _ there are so many different songs, _I_ _mean_ _like_ the whole thing about cover versions a lot of times. _I_ _mean_ I've heard some songs _that_ _, _ that I just thought were horrendous cover versions of, I'm _like_ _, _ _you_ _know_ _, _ _I_ _, _ I don't want to listen to this. Because _you_ _know_ _, _ you think of the original is _like_,",258.24275,274.070625,أعني أنا، أنا، هناك الكثير، هناك عدد كبير من الأغاني المختلفة، أعني مثل كل موضوع نسخ الأغاني «كوفر» في كثير من الأحيان. أعني لقد سمعت بعض الأغاني التي، التي كنت أظن أنها نسخ فظيعة للأصل، وكنت مثل، تعرف، أنا، أنا لا أريد أن أستمع إلى هذا. لأن تعرف، تفكّر في النسخة الأصلية مثل…,"*Já* *myslím* *já* _, _ já, *tam* *je* *hodně* _, _ je tam tolik různých písní, *já* *myslím* *jako* celá ta věc s cover verzemi hodně často. *Já* *myslím* slyšel/a jsem některé písně *které* _, _ které jsem si prostě myslel/a, že jsou hrozné cover verze, jsem *jako* _, _ *víš* _, _ *já* _, _ já tohle nechci poslouchat. Protože *víš* _, _ myslíš na originál, je to *jako*,
","Ich meine, ich, da gibt es viele, es gibt so viele verschiedene Lieder, ich meine, wie das Ganze mit den Coverversionen, das gibt es oft. Ich meine, ich habe einige Songs gehört, die ich einfach für schreckliche Coverversionen hielt, ich bin so ,  du weißt ,  ich ,  ich möchte das nicht hören. Weil Sie wissen,  denken Sie, dass das Original so ist,","Quiero decir, hay tantos canciones diferentes, me refiero a todo el asunto de las versiones de covers muchas veces. Quiero decir, he escuchado algunas canciones que pensé que eran versiones de covers horribles de, estoy como, tú sabes, no quiero escuchar esto. Porque tú sabes, tú piensas que el original es como,","Je veux dire il y a beaucoup, il y a tellement de chansons différentes, je veux dire comme toute l’histoire des reprises souvent. Je veux dire j’ai entendu des chansons qui je trouvais juste horribles comme reprises, je ne veux pas écouter ça. Parce que tu sais, tu penses à l’originale comme...","_I_ _mean_ _I_ _, _ मैं, _there_ _are_ _a_ _lot_ _, _ वहाँ बहुत सारे अलग-अलग गाने हैं, I mean जैसे कई बार कवर वर्ज़न के बारे में पूरी बात। _I_ _mean_ मैंने कुछ गाने सुने हैं _that_ _, _ जो मुझे बस भयानक कवर वर्ज़न लगे, मैं _like_ _, _ _you_ _know_ _, _ _I_ _, _ मैं इसे सुनना नहीं चाहता। क्योंकि _you_ _know_ _, _ आप ओरिजिनल के बारे में सोचते हैं _like_,
","Voglio dire, _io_ _, _io, _ci_ _sono_ _molte_ _, _ci sono così tante canzoni diverse, _voglio dire_ _mi_ piace molto tutta questa storia delle cover. Voglio dire, ho sentito alcune canzoni _che_ _, _ che pensavo fossero delle cover orribili, sono _tipo_ _, _ _tu_ _sai_ _, _ _io_ _, _ non voglio ascoltare questo. Perché _tu_ _sai_ _, _ pensi che l'originale sia _tipo_,",我是说，我……我，这里面有很多……有太多不同的歌曲了。我是说，比如关于翻唱版本的整个事情，很多时候……我是说，我听过一些歌曲，那些……我觉得简直是糟糕透顶的翻唱版本，我当时就想，你知道的，我……我不想听这个。因为，你知道的，你想到原版的时候，就会觉得……
